recipe_name,total_time,ingredients_list,directions_list,fat,sat_fat,cholesterol,sodium,fiber,sugar,protein,calcium,iron,potassium,img_src,text
Watermelon Margaritas,10,"['2 cups cubed seeded watermelon', '2 cups crushed ice', '⅓ cup tequila', '¼ cup white sugar', '¼ cup lime juice', '1 tablespoon vodka', '1 tablespoon orange liqueur']","['combine watermelon', 'ice', 'tequila', 'sugar', 'lime juice', 'vodka', 'and orange liqueur in a blender; blend well. pour margaritas into glasses.']",0.0,,,2.0,0.0,19.0,1.0,8.0,0.0,104.0,https://www.allrecipes.com/thmb/t-Lg-F6E2TgUcBq1SORFxxWwU6I=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4487369-99ac34317610445a9637fd48d63ab150.jpg,"Watermelon Margaritas 2 cups cubed seeded watermelon, 2 cups crushed ice, ⅓ cup tequila, ¼ cup white sugar, ¼ cup lime juice, 1 tablespoon vodka, 1 tablespoon orange liqueur  Combine watermelon, ice, tequila, sugar, lime juice, vodka, and orange liqueur in a blender; blend well. Pour margaritas into glasses. /Drinks Recipes/Cocktail Recipes/Tequila Drinks Recipes/"
Watermelon Cooler Slushy,10,"['4 cups cubed seedless watermelon', '10  ice cubes', '⅓ cup fresh lime juice', '¼ cup white sugar', '⅛ teaspoon salt']","['place watermelon and ice into a blender. pour in lime juice', 'sugar', 'and salt. blend until smooth.']",0.0,,,61.0,1.0,18.0,1.0,12.0,0.0,156.0,https://www.allrecipes.com/thmb/nSNR9z9ZI8sJ89yzkIMoGAwL7Jc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/watermelon-cooler-slushy-4x3-1-2000-4938c16097054f4282181864a149a707.jpg,"Watermelon Cooler Slushy 4 cups cubed seedless watermelon, 10  ice cubes, ⅓ cup fresh lime juice, ¼ cup white sugar, ⅛ teaspoon salt Place watermelon and ice into a blender. Pour in lime juice, sugar, and salt. Blend until smooth. /Drinks Recipes/Slushie Recipes/"
Quick Cantaloupe Juice,10,"['½  cantaloupe - peeled', 'seeded', 'and cubed', '¾ cup milk', '1 tablespoon white sugar']",['place cantaloupe in a blender and top with milk and sugar. cover and blend until smooth.'],2.0,1.0,7.0,60.0,1.0,21.0,4.0,120.0,0.0,506.0,https://www.allrecipes.com/thmb/vDdH4mEzUFiBCzqProbFmGEkgzQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2328228-6987e3251f414ab1958efb25a07f2806.jpg,"Quick Cantaloupe Juice ½  cantaloupe - peeled, seeded, and cubed, ¾ cup milk, 1 tablespoon white sugar Place cantaloupe in a blender and top with milk and sugar. Cover and blend until smooth. /Drinks Recipes/Smoothie Recipes/"
Watermelon Rind Candy,75,"['2 ½ gallons water', '1 tablespoon salt', '2 gallons watermelon rind', 'white part only', 'cut into 1-inch cubes', '1 quart cider vinegar', '26 cups white sugar', 'divided', '28  whole cloves', '14 (3 inch) cinnamon stick']","['bring the water and salt to a boil in a large', 'enamel stockpot over high heat. add the watermelon rinds', 'and return to a boil. cook for 20 minutes', 'then drain the rinds in a colander. bring the vinegar to a boil with 6 cups of sugar. remove from the heat', 'stir in the watermelon rinds', 'cover', 'and let stand overnight.\nthe following day', 'remove the rinds from the syrup using a slotted spoon', 'and place them into a clean bowl. set the stockpot onto the stove over high heat', 'add 4 cups of sugar', 'and return the syrup to a boil. once the sugar has dissolved', 'remove the stockpot from the heat', 'and stir in the watermelon rinds', 'cover', 'and let stand overnight.\non day 3', 'repeat the process above', 'using only 2 cups of sugar: remove the rinds from the syrup using a slotted spoon', 'and place them into a clean bowl. set the stockpot onto the stove over high heat', 'add 2 cups of sugar', 'and return the syrup to a boil. once the sugar has dissolved', 'remove the stockpot from the heat', 'and stir in the watermelon rinds', 'cover', 'and let stand overnight. repeat step 3 every day for 6 more days.\non day 10', 'sterilize the canning jars', 'rings and lids in boiling water. pack the watermelon rinds into sterilized jars', 'making sure there are no spaces or air pockets on the sides. add two cloves and one cinnamon stick to each jar. return the syrup to a boil', 'and fill the jars to within 1/4 inch of the top. top with lids', 'and screw on rings.\nplace a rack in the bottom of a large stockpot and fill halfway with boiling water. carefully lower jars into pot using a holder. leave a 2 inch space between jars. pour in more boiling water if necessary', 'until tops of jars are covered by 2 inches of water. bring water to a full boil', 'cover the pot', 'and process for 10 to 15 minutes. remove the stockpot from the heat', 'and let the jars stand in the water for 2 hours off of the heat.\nremove the jars from the stockpot and place onto a cloth-covered or wood surface', 'several inches apart', 'until cool. once cool', 'press the top of each lid with a finger', 'ensuring that the seal is tight (lid does not move up or down at all). store in a cool', 'dark area for 2 weeks before opening.']",0.0,,,75.0,1.0,52.0,0.0,15.0,0.0,68.0,https://www.allrecipes.com/thmb/3meyZb4gFMKx1NIhYanopxt8puo=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/461817-ac6b5ab2bdd84edbb4e4445580265c20.jpg,"Watermelon Rind Candy 2 ½ gallons water, 1 tablespoon salt, 2 gallons watermelon rind, white part only, cut into 1-inch cubes, 1 quart cider vinegar, 26 cups white sugar, divided, 28  whole cloves, 14 (3 inch) cinnamon stick Bring the water and salt to a boil in a large, enamel stockpot over high heat. Add the watermelon rinds, and return to a boil. Cook for 20 minutes, then drain the rinds in a colander. Bring the vinegar to a boil with 6 cups of sugar. Remove from the heat, stir in the watermelon rinds, cover, and let stand overnight.
The following day, remove the rinds from the syrup using a slotted spoon, and place them into a clean bowl. Set the stockpot onto the stove over high heat, add 4 cups of sugar, and return the syrup to a boil. Once the sugar has dissolved, remove the stockpot from the heat, and stir in the watermelon rinds, cover, and let stand overnight.
On day 3, repeat the process above, using only 2 cups of sugar: remove the rinds from the syrup using a slotted spoon, and place them into a clean bowl. Set the stockpot onto the stove over high heat, add 2 cups of sugar, and return the syrup to a boil. Once the sugar has dissolved, remove the stockpot from the heat, and stir in the watermelon rinds, cover, and let stand overnight. Repeat step 3 every day for 6 more days.
On day 10, sterilize the canning jars, rings and lids in boiling water. Pack the watermelon rinds into sterilized jars, making sure there are no spaces or air pockets on the sides. Add two cloves and one cinnamon stick to each jar. Return the syrup to a boil, and fill the jars to within 1/4 inch of the top. Top with lids, and screw on rings.
Place a rack in the bottom of a large stockpot and fill halfway with boiling water. Carefully lower jars into pot using a holder. Leave a 2 inch space between jars. Pour in more boiling water if necessary, until tops of jars are covered by 2 inches of water. Bring water to a full boil, cover the pot, and process for 10 to 15 minutes. Remove the stockpot from the heat, and let the jars stand in the water for 2 hours off of the heat.
Remove the jars from the stockpot and place onto a cloth-covered or wood surface, several inches apart, until cool. Once cool, press the top of each lid with a finger, ensuring that the seal is tight (lid does not move up or down at all). Store in a cool, dark area for 2 weeks before opening. /Desserts/Candy Recipes/"
Agua Fresca,5,"['1 ½ cups water', '3 slices cantaloupe', 'peeled and seeded', '6 tablespoons white sugar', '1 cup ice cubes']","['place water', 'cantaloupe', 'and sugar in a blender; blend until smooth. divide ice into two glasses and pour cantaloupe mixture over ice.']",0.0,0.0,,22.0,1.0,45.0,1.0,15.0,0.0,279.0,https://www.allrecipes.com/thmb/TiD-Hm1zuZSd2SuVu4Bj9cb13UU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/968743-cbb7407ec83a44e7acd996928f81fc6b.jpg,"Agua Fresca 1 ½ cups water, 3 slices cantaloupe, peeled and seeded, 6 tablespoons white sugar, 1 cup ice cubes Place water, cantaloupe, and sugar in a blender; blend until smooth. Divide ice into two glasses and pour cantaloupe mixture over ice. /Cuisine/Latin American/Mexican/"
Watermelon-Cucumber Agua Fresca,75,"['4 cups cubed seeded watermelon', '2 ½ cups water', 'divided', '1 cup peeled', 'chopped cucumber', '¼ cup freshly squeezed lime juice', '1 tablespoon white sugar', '1 teaspoon chili-lime seasoning (such as tajin®)', '1 wedge fresh lime', 'ice as needed', '4 slices watermelon', '4 slices  lime']","['place watermelon and 1 1/2 cups water in a blender', 'and process at high speed until combined', 'about 1 minute. add cucumber', 'lime juice', 'and sugar; blend until smooth. pour mixture through a fine mesh strainer and using a spatula', ""press to remove the pulp. don't skip this step"", ""it's important.\npour the strained mixture into a large pitcher"", 'add remaining 1 cup water', 'and stir well. refrigerate for at least 1 hour or longer.\nsprinkle some tajin® (chili lime seasoning) onto a small plate. run the lime wedge around the top of the glass', 'invert the glass', 'and dip the rim into the seasoning.\nfill the glass with ice', 'pour in the agua fresca', 'garnish with watermelon slices or wedges', 'and lime slices.']",1.0,0.0,,110.0,2.0,31.0,3.0,46.0,1.0,568.0,https://www.allrecipes.com/thmb/GliviBcU2AaXP6TeVKWeM4Vj-5M=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9364527-9b63c00daf6c437cbe21f57aa6d4bf34.jpg,"Watermelon-Cucumber Agua Fresca 4 cups cubed seeded watermelon, 2 ½ cups water, divided, 1 cup peeled, chopped cucumber, ¼ cup freshly squeezed lime juice, 1 tablespoon white sugar, 1 teaspoon chili-lime seasoning (such as Tajin®), 1 wedge fresh lime,   ice as needed, 4 slices watermelon, 4 slices  lime Place watermelon and 1 1/2 cups water in a blender, and process at high speed until combined, about 1 minute. Add cucumber, lime juice, and sugar; blend until smooth. Pour mixture through a fine mesh strainer and using a spatula, press to remove the pulp. Don't skip this step, it's important.
Pour the strained mixture into a large pitcher, add remaining 1 cup water, and stir well. Refrigerate for at least 1 hour or longer.
Sprinkle some Tajin® (chili lime seasoning) onto a small plate. Run the lime wedge around the top of the glass, invert the glass, and dip the rim into the seasoning.
Fill the glass with ice, pour in the agua fresca, garnish with watermelon slices or wedges, and lime slices. /Drinks Recipes/Mocktail Recipes/"
Watermelon and Strawberry Lemonade,15,"['8 cups cubed seeded watermelon', '1 cup fresh strawberries', 'halved', '½ cup fresh lemon juice', '1 cup white sugar', '2 cups water']","['combine watermelon', 'strawberries', 'lemon juice', 'sugar', 'and water in a blender. blend until smooth.']",0.0,,,4.0,1.0,36.0,1.0,17.0,1.0,220.0,https://www.allrecipes.com/thmb/oRyW4Ph9XjouCPhTAAqS-b5Gd14=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5500158-1c4d896279be408e899bbf4e32fb00d9.jpg,"Watermelon and Strawberry Lemonade 8 cups cubed seeded watermelon, 1 cup fresh strawberries, halved, ½ cup fresh lemon juice, 1 cup white sugar, 2 cups water Combine watermelon, strawberries, lemon juice, sugar, and water in a blender. Blend until smooth. /Drinks Recipes/Lemonade Recipes/"
Cantaloupe Bread with Praline Glaze,140,"['2 cups white sugar', '2 cups cantaloupe - peeled', 'seeded and pureed', '1 cup vegetable oil', '3 large eggs', '1 tablespoon vanilla extract', '3 cups all-purpose flour', '2 teaspoons ground cinnamon', '1 teaspoon baking soda', '1 teaspoon salt', '¾ teaspoon baking powder', '½ teaspoon ground ginger']","['preheat the oven to 325 degrees f (165 degrees c). lightly grease and flour two 9x5-inch loaf pans.\nbeat together sugar', 'puréed cantaloupe', 'oil', 'eggs', 'and vanilla in a large bowl until well combined. sift together flour', 'cinnamon', 'baking soda', 'salt', 'baking powder', 'and ginger in a separate bowl. stir flour mixture into cantaloupe mixture until combined. divide batter evenly between the prepared pans.\nbake in the preheated oven until a toothpick inserted into the centers of loaves comes out clean', 'about 1 hour.\nmeanwhile', 'make sauce: combine brown sugar and butter in a microwave-safe bowl. cook in the microwave for 3 minutes', 'stirring at 1-minute intervals. mix in pecans.\npour sauce over warm loaves. let cool for 1 hour before serving.']",18.0,5.0,40.0,242.0,1.0,33.0,3.0,32.0,1.0,103.0,https://www.allrecipes.com/thmb/7SRda0dZW21XGekNnDYaYYbjpXU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/Cantaloupe-Bread-with-Praline-Glaze-Tammy-Lynn-2000-ad6e8c4e6811469280837ff6378629a4.jpg,"Cantaloupe Bread with Praline Glaze 2 cups white sugar, 2 cups cantaloupe - peeled, seeded and pureed, 1 cup vegetable oil, 3 large eggs, 1 tablespoon vanilla extract, 3 cups all-purpose flour, 2 teaspoons ground cinnamon, 1 teaspoon baking soda, 1 teaspoon salt, ¾ teaspoon baking powder, ½ teaspoon ground ginger Preheat the oven to 325 degrees F (165 degrees C). Lightly grease and flour two 9x5-inch loaf pans.
Beat together sugar, puréed cantaloupe, oil, eggs, and vanilla in a large bowl until well combined. Sift together flour, cinnamon, baking soda, salt, baking powder, and ginger in a separate bowl. Stir flour mixture into cantaloupe mixture until combined. Divide batter evenly between the prepared pans.
Bake in the preheated oven until a toothpick inserted into the centers of loaves comes out clean, about 1 hour.
Meanwhile, make sauce: Combine brown sugar and butter in a microwave-safe bowl. Cook in the microwave for 3 minutes, stirring at 1-minute intervals. Mix in pecans.
Pour sauce over warm loaves. Let cool for 1 hour before serving. /Bread/Quick Bread Recipes/Fruit Bread Recipes/"
Watermelon Pie,0,"['1 (3 ounce) package watermelon flavored jell-o®', '¼ cup water', '1 (12 ounce) container frozen whipped topping', 'thawed', '2 cups watermelon', '1 (9 inch) prepared graham cracker crust']",['mix together the watermelon gelatin and water. fold gelatin mixture into the dessert topping. add cut watermelon.\npour mixture into graham cracker crust. cool in refrigerator for about 3 hours.'],18.0,11.0,,206.0,1.0,33.0,3.0,12.0,1.0,76.0,https://www.allrecipes.com/thmb/y2jsrZ57UMl-1Cn9tqEQaPI9LtY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2432578-c388f4c7eb554f8ea56d8422485a4606.jpg,"Watermelon Pie 1 (3 ounce) package watermelon flavored Jell-O®, ¼ cup water, 1 (12 ounce) container frozen whipped topping, thawed, 2 cups watermelon, 1 (9 inch) prepared graham cracker crust Mix together the watermelon gelatin and water. Fold gelatin mixture into the dessert topping. Add cut watermelon.
Pour mixture into graham cracker crust. Cool in refrigerator for about 3 hours. /Desserts/Pies/No-Bake Pie Recipes/"
Cantaloupe Pie I,90,"['1  cantaloupe', '½ cup white sugar', '8 tablespoons all-purpose flour', '¼ teaspoon salt', '3  egg yolks', '2 tablespoons water', '1 tablespoon butter', '¼ teaspoon butter flavored extract', '3  egg whites', '¼ teaspoon cream of tartar', '6 tablespoons white sugar', '1 (9 inch) pie crust', 'baked']","['select a cantaloupe of good quality. cut in half', 'remove seeds', 'and scoop pulp into a saucepan. place pulp over medium heat until it comes to a gentle boil. mash the cantaloupe as it heats. this should make about 2 cups of pulp.\ncombine 1/2 cup sugar', 'flour', 'and salt. add to heated cantaloupe and cook', 'stirring', 'until thick. the amount of flour seems large', 'but it takes considerable thickening to obtain correct consistency.\nin a large bowl', 'beat egg yolks; add water to yolks. add a little of the cantaloupe mixture to egg yolks in order to heat yolks gradually. stir egg yolks mixture into cantaloupe mixture. continue cooking', 'stirring', 'until thick and creamy. remove from heat.\nadd butter or margarine and flavoring to the cantaloupe mixture.\npour into baked pie shell.\nbeat egg whites and cream of tartar together until frothy. continue beating', 'adding the 6 tablespoons sugar gradually; beat until thick peaks form. top the pie with this meringue.\nbake at 400 degrees f (205 degrees c) until delicately brown on top.']",9.0,3.0,81.0,220.0,1.0,28.0,4.0,20.0,1.0,254.0,https://www.allrecipes.com/thmb/4ysFi94Gbh3TCwsiXTv-RFHNnvM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5605391-f3b5c45dbc854872b8832d27f0389ab7.jpg,"Cantaloupe Pie I 1  cantaloupe, ½ cup white sugar, 8 tablespoons all-purpose flour, ¼ teaspoon salt, 3  egg yolks, 2 tablespoons water, 1 tablespoon butter, ¼ teaspoon butter flavored extract, 3  egg whites, ¼ teaspoon cream of tartar, 6 tablespoons white sugar, 1 (9 inch) pie crust, baked Select a cantaloupe of good quality. Cut in half, remove seeds, and scoop pulp into a saucepan. Place pulp over medium heat until it comes to a gentle boil. Mash the cantaloupe as it heats. This should make about 2 cups of pulp.
Combine 1/2 cup sugar, flour, and salt. Add to heated cantaloupe and cook, stirring, until thick. The amount of flour seems large, but it takes considerable thickening to obtain correct consistency.
In a large bowl, beat egg yolks; add water to yolks. Add a little of the cantaloupe mixture to egg yolks in order to heat yolks gradually. Stir egg yolks mixture into cantaloupe mixture. Continue cooking, stirring, until thick and creamy. Remove from heat.
Add butter or margarine and flavoring to the cantaloupe mixture.
Pour into baked pie shell.
Beat egg whites and cream of tartar together until frothy. Continue beating, adding the 6 tablespoons sugar gradually; beat until thick peaks form. Top the pie with this meringue.
Bake at 400 degrees F (205 degrees C) until delicately brown on top. /Desserts/Pies/Fruit Pies/"
